id	tgt_text
36179	▁this ▁is ▁an ▁out d ated ▁example ▁of ▁how ▁i f ▁a ▁kn ife ▁go es ▁in to ▁a ▁rob ber ▁its ▁a ▁wea pon ▁and ▁i f ▁it ▁go es ▁in to ▁the ▁chef s ▁hand ▁it ▁become s ▁a ▁food mak ing ▁tool ▁etc
36194	▁there ▁was nt ▁even ▁anything ▁bl ocking ▁the ▁a mpl itude ▁from ▁the ▁bott om ▁up
36210	▁when ▁was hing ▁or ▁ brush ing ▁your ▁ te eth ▁it ▁is ▁recommend ed ▁to ▁use ▁water ▁and ▁unp lug ▁appli ances ▁that ▁are ▁not ▁in ▁use
36223	▁representative ▁example s ▁are ▁now ▁fish ▁shell fish ▁crus tac eans ▁and ▁sea we ed ▁in ▁fact ▁there ▁are ▁about ▁eight y ▁or ▁so ▁aqua cultur e ▁species ▁that ▁have ▁be en ▁developed
36261	▁because ▁of ▁the ▁rapid ▁increase ▁in ▁natural ▁disaster s ▁and ▁change s ▁in ▁the ▁breed ing ▁environment ▁du e ▁to ▁clima te ▁change ▁aqua cultur e ▁condition s ▁are ▁actually ▁get ting ▁worse ▁and ▁that ▁can ▁be ▁overcome
36305	▁i ▁can ▁say ▁that ▁its ▁my ▁life ▁that ▁i ve ▁be en ▁living ▁up ▁to ▁this ▁day
36325	▁that ▁is ▁why ▁we ▁cooperat e ▁with ▁law ▁en force ment ▁agenc ies ▁to ▁crack ▁down ▁on ▁them ▁and ▁illegal ▁activities ▁are ▁ra mp ant
36333	▁but ▁as ▁crit ics ▁continued ▁to ▁point ▁out ▁that ▁it ▁did ▁not ▁reflect ▁the ▁gam e ▁market ▁the ▁ministr y ▁of ▁cultur e ▁s ports ▁and ▁touris m ▁br ought ▁up ▁the ▁enti re ▁gam e ▁industry ▁law ▁a mend ment ▁for ▁the ▁first ▁time ▁in ▁14 ▁years
36339	▁sou th ▁korea ▁impos es ▁consider able ▁restricti ons ▁on ▁speculat ion ▁to ▁ such ▁an ▁exten t ▁that ▁koreans ▁can not ▁even ▁enter ▁cas in os
36361	▁and ▁there ▁is ▁business ▁train ing ▁too ▁and ▁now ▁we ▁are ▁a lso ▁train ing ▁the ▁official s ▁in ▁charge
36367	▁the ▁vic ious ▁cycle ▁of ▁po ver ty ▁is ▁un stopp able
36399	▁so ▁this ▁time ▁i ▁think ▁i ▁will ▁try ▁harder ▁to ▁establish ▁a ▁system ▁of ▁some ▁kind ▁of ▁self grad ing ▁system
36406	▁i ▁think ▁that ▁the ▁three ▁beat s ▁of ▁our ▁countrys ▁beat ▁language ▁country ▁industry ▁and ▁then ▁us ers ▁should ▁all ▁match
36421	▁today ▁we ▁will ▁have ▁a ▁conversation ▁with ▁the ▁world ▁wild life ▁fund ▁asia ▁ sustain able ▁finance ▁director ▁welcome
36532	▁i ▁think ▁i ▁need ▁a ▁little ▁more ▁det ailed ▁explanation ▁about ▁the ▁role ▁of ▁the ▁brid ge ▁because
36565	▁the ▁mentor ▁in ▁seoul ▁came ▁down ▁to ▁gwangju ▁for ▁mentor ing ▁so ▁i ▁thought ▁it ▁would ▁be ▁nice ▁to ▁be ▁ able ▁to ▁receive ▁mentor ing ▁on line ▁so ▁i ▁developed ▁an ▁on line ▁mentor ing ▁system ▁call ed ▁entrepreneurs hip ▁e um
36581	▁around ▁eight ▁large ▁corporation s ▁participated
36663	▁the ▁parts ▁ such ▁as ▁export relate d ▁information ▁and ▁foreign ▁buy ers ▁that ▁our ▁sme s ▁need
36669	▁a lso ▁this ▁year ▁we ▁will ▁go ▁on ▁to ▁expand ▁it ▁to ▁ten ▁times ▁so ▁we ▁are ▁play ing ▁a ▁support ing ▁role ▁to ▁have ▁sme s ▁export ▁necessar y ▁quantit ies
36685	▁it ▁is ▁these ▁cars ▁that ▁run ▁on ▁electric ▁power ▁again ▁after ▁the ▁battery ▁stor age
36690	▁the ▁supplie rs ▁have ▁of ▁course ▁turn ed ▁the ir ▁supply ▁lines ▁toward s ▁these ▁elect ronic s
36722	▁so ▁how ▁dangerous ▁are ▁these ▁t es las ▁and ▁apple ▁cars ▁to ▁our ▁automa kers
36823	▁accord ing ▁to ▁the ▁last ▁years ▁research ▁six ▁out ▁of ▁ten ▁households ▁were ▁to ▁be ▁sing le ▁or ▁two person ▁households
36826	▁i ▁find ▁out ▁that ▁the ▁department ▁has ▁a ▁lot ▁of ▁polic ies ▁for ▁these ▁people ▁who ▁real ly ▁need ▁ national ▁support ▁the ▁most ▁in ▁our ▁society ▁and
36864	▁ such ▁as ▁run ning ▁away ▁sui cide ▁violence ▁etc
36882	▁thats ▁how ▁poor ly ▁they re ▁being ▁treated
36891	▁in ▁term s ▁of ▁the ▁politic al ▁field ▁to ▁some ▁exten t ▁recently ▁the ▁no min ation ▁qu ot a ▁system ▁is ▁so ▁representative ▁that ▁it ▁is ▁even ▁talk ed ▁about
36933	▁it ▁is ▁a lso ▁lead ing ▁to ▁an ▁interest ▁in ▁korean
37006	▁second ▁as ▁i ▁said ▁earlier ▁i ▁said ▁that ▁i ▁would ▁like ▁to ▁apply ▁future ▁media ▁to ▁education ▁and ▁do ▁something ▁that ▁drive s ▁the ▁education al ▁field ▁a ▁little ▁bit
37017	▁i ▁hope ▁that ▁our ▁cultur e ▁and ▁korean ▁language ▁will ▁continue ▁to ▁be ▁love d ▁and ▁spread ▁to ▁more ▁places
37022	▁you ▁can ▁check ▁the ▁location ▁of ▁medic al ▁facilit ies ▁ such ▁as ▁near by ▁hospital s ▁and ▁pharmac ies ▁that ▁can ▁be ▁us ed ▁even ▁on ▁holiday s ▁or ▁late ▁at ▁night
37023	▁you ▁can ▁a lso ▁find ▁information ▁about ▁emerg ency ▁procedure s ▁and ▁private ▁amb ul ances
37104	▁two ▁years ▁later ▁going ▁through ▁the ▁pain ▁of ▁o micro n
37110	▁today s ▁s atur day ▁focus ▁will ▁end ▁here ▁wish ing ▁you ▁to ▁follow ▁personal ▁q uarant ine ▁rules ▁ such ▁as ▁wear ing ▁a ▁mask ▁was hing ▁your ▁hands ▁and ▁frequent ▁ventilation
37129	▁how ▁are ▁you ▁maintain ing ▁it
37189	▁you ▁mus t ▁meet ▁both ▁of ▁these ▁condition s ▁before ▁you ▁can ▁receive ▁cas h back
37200	▁this ▁has ▁be en ▁life ▁plu s ▁so ▁far
37283	▁in ▁order ▁to ▁activ ate ▁this ▁my ▁data ▁business ▁the ▁provision ▁of ▁personal ▁information ▁need s ▁to ▁be ▁fur ther ▁expanded
37318	▁one ▁of ▁the ▁essential ▁course s ▁in ▁my ▁graduate ▁ph d ▁program ▁in ▁the ▁us ▁was ▁one year ▁of ▁teach ing ▁experience ▁before ▁gradua tion
37323	▁there ▁were ▁about ▁30 ▁people
37337	▁and ▁we ▁are ▁a lso ▁conduct ing ▁vari ous ▁task s ▁ such ▁as ▁analy sis ▁and ▁production
37388	▁i ▁enter ed ▁korea ▁in ▁19 98 ▁and ▁became ▁an ▁orienta l ▁medicine ▁doctor ▁again
37400	▁but ▁is ▁this ▁doctor ▁a ▁proper ▁doctor
37447	▁antib iotic s ▁work ▁for ▁them
37477	▁more ▁than ▁an yone ▁else ▁i ▁was ▁im pressed ▁with ▁how ▁you ▁understand ▁the ▁heart s ▁of ▁these ▁north ▁korean ▁defect ors ▁and ▁try ▁to ▁help ▁them
37495	▁and ▁how ▁much ▁it ▁get s ▁a long ▁with ▁the ▁area ▁and ▁how ▁much ▁it ▁work s ▁with ▁the ▁local ▁residents
37496	▁and ▁i f ▁its ▁an ▁arch ite cture ▁where ▁visit ors ▁from ▁outside ▁can ▁feel ▁the ▁echo ▁of ▁the ▁so ul
37560	▁as ▁the ▁ann ual ▁in come ▁standard ▁change s ▁to ▁less ▁than ▁3 36 ▁million ▁won ▁in su rance ▁premium s ▁will ▁be ▁charge d ▁at ▁19 500 ▁won ▁per ▁month
37576	▁when ▁we ▁hear ▁that ▁the ▁price ▁has ▁got ten ▁cheap er ▁with out ▁know ing ▁the ▁actual ▁price ▁there ▁is ▁a ▁possibilit y ▁that ▁we ▁will ▁go ▁buy ▁it
37605	▁were ▁thinking ▁a ▁lot ▁about ▁that ▁now
37652	▁statistic s ▁show ▁that ▁2 ▁of ▁your ▁app s ▁are ▁collect ing ▁your ▁enti re ▁web ▁sur f ing ▁history ▁and ▁14 ▁of ▁your ▁app s ▁require ▁a ccess ▁to ▁the ▁camera
37727	▁this ▁is ▁where ▁the ▁second ▁law ▁of ▁the r mo dynamic s ▁comes ▁in to ▁play ▁the ▁law ▁of ▁increas ing ▁entr opy
37731	▁it ▁was ▁us ed ▁in ▁the ▁movie ▁ten et ▁because ▁its ▁consider ed ▁as ▁a ▁motiv e
37799	▁this ▁mean s ▁that ▁the ▁mass ▁of ▁an ▁object ▁can ▁reach ▁infinit y ▁just ▁like ▁the ▁time ▁delay ▁phenomenon ▁that ▁appear s ▁frequent ly ▁in ▁the ▁the ory ▁of ▁relativ ity
37802	▁but ▁light ▁is ▁a ▁partic le ▁that ▁has ▁energ y ▁and ▁moment um ▁but ▁no ▁mass
37803	▁this ▁con cept ▁of ▁war ping ▁space ▁can ▁be nd ▁even ▁light ▁with ▁no ▁mass
37885	▁now ▁let s ▁introduce ▁the ▁physical ▁approach ▁to ▁match ▁results
37908	▁today ▁man y ▁paper s ▁and ▁man y ▁the ories ▁publish ed ▁in ▁sci ▁jo ur nal ▁an ▁international ly ▁renown ed ▁academ ic ▁jo ur nal ▁a lso ▁have ▁one ▁side ▁of ▁the ▁nine ▁tail ed ▁fo x ▁hypoth esis
37934	▁on ▁the ▁other ▁hand ▁i f ▁the ▁water ▁abo ve ▁is ▁cloudy ▁the ▁water ▁be low ▁is ▁a lso ▁cloudy
37979	▁of ▁course ▁some ▁people ▁think ▁this ▁way ▁is nt ▁that ▁what ▁everyone ▁know s ▁why ▁are ▁you ▁doing ▁what ▁everyone ▁know s
38012	▁then ▁i ▁thought ▁about ▁what ▁i ▁could ▁do ▁first ▁at ▁the ▁beginn er ▁level
38021	▁the ▁answer ▁to ▁that ▁can ▁a lso ▁be ▁know n ▁through ▁data
38035	▁today s ▁message ▁is ▁that ▁i f ▁you ▁now ▁look ▁at ▁art ▁work s ▁from ▁a ▁slight ly ▁different ▁pers p ective ▁and ▁from ▁a ▁different ▁pers p ective ▁going ▁to ▁an ▁art ▁museum ▁will ▁be ▁more ▁fun
38072	▁people ▁ask ▁questions ▁like ▁this
38074	▁and ▁let s ▁put ▁three ▁apple s ▁in ▁it
38213	▁it ▁has ▁the ▁same ▁mechani sm
38296	▁there s ▁the ▁international ▁space ▁station ▁i ▁cant ▁see ▁the ▁earth ▁in ▁a ▁round ▁shape ▁even ▁i f ▁i ▁go ▁there
38298	▁so ▁there ▁were ▁on ly ▁18 ▁people ▁who ▁actually ▁sa w ▁the ▁whole ▁round ▁glob e
38312	▁so ▁from ▁the ▁earth s ▁point ▁of ▁view ▁you ▁can ▁on ly ▁see ▁the ▁ front ▁of ▁the ▁moon
38324	▁that ▁star ▁is ▁not ▁the ▁same ▁as ▁earth s ▁north ▁star ▁this ▁is ▁some ▁star ▁in ▁the ▁constellation ▁dragon
38337	▁and ▁live ▁there
38378	▁i f ▁you ▁look ▁at ▁it ▁you ll ▁see ▁the ▁yell ow ▁and ▁o range ▁sky ▁because ▁it ▁contain s ▁m ethane ▁and ▁am monia
38404	▁and ▁ask ed ▁around ▁to ▁my ▁friends ▁and ▁graduate ▁school ▁colle ague s ▁we ▁talk ed ▁and ▁contemp l ated ▁for ▁answer s ▁but ▁there ▁was ▁no ▁answer
38434	▁after ▁world ▁war ▁i i ▁is ▁over ▁it ▁was ▁suppose d ▁to ▁be ▁us ed ▁for ▁peace ful ▁purpose s
38455	▁the ▁first ▁sight ▁of ▁the ▁round ▁earth ▁appeared ▁in ▁the ▁space ▁ra ce
38534	▁and ▁make s ▁us ▁reflect ▁on ▁ourselves ▁in ▁the ▁most ▁intell e ctually ▁and ▁emotional ly ▁sens itive ▁way
38540	▁the ▁out fit ▁im ▁wear ing ▁today ▁is ▁a ▁bit ▁unique
38579	▁did ▁m ethane ▁ hydrate ▁on ly ▁eliminate ▁tra de ▁ship s ▁and ▁air plan es ▁it ▁a lso ▁br ought ▁about ▁the ▁mass ▁ex tinction ▁of ▁life
38590	▁a ▁be ll ▁about ▁100 ▁times ▁that ▁size ▁get s ▁built
38604	▁but ▁you ▁know ▁about ▁the ▁sha le ▁gas ▁in ▁america ▁it ▁was nt ▁economic al ▁in ▁the ▁past ▁but ▁what ▁happen ed ▁now
38690	▁so ▁i ▁tri ed ▁it ▁blue ▁is ▁the ▁actual ▁number ▁of ▁patients ▁and ▁yell ow ▁is ▁exact ly ▁what ▁google ▁predict ed
38700	▁so ▁from ▁google s ▁point ▁of ▁view ▁there ▁were ▁a ▁lot ▁of ▁ flu ▁patients ▁but ▁actually ▁on ly ▁about ▁half ▁of ▁them ▁were ▁real ▁ flu ▁patients ▁and ▁the ▁rest ▁were ▁search ing ▁because ▁of ▁the ▁news
38743	▁and ▁what s ▁even ▁more ▁amazing ▁is ▁that ▁it ▁does nt ▁last ▁more ▁than ▁a ▁year ▁so ▁it ▁ rot s ▁m old ▁bloom s ▁they ▁ kept ▁mak ing ▁say u hwan ▁every ▁year
38801	▁and ▁now ▁accord ing ▁to ▁the ▁record ▁of ▁a ▁person ▁name d ▁jo ▁taey eok ▁a ▁group ▁of ▁dip l omatic ▁ mission s ▁visit ed ▁daemado ▁on ▁the ▁way ▁back ▁and ▁the ▁people ▁in ▁charge ▁of ▁gin seng ▁in ▁daemado
38802	▁of ▁course ▁the ▁gin seng ▁t icke t ▁for ▁dig ging ▁gin seng ▁is ▁a lso ▁important ▁but ▁i ▁think ▁its ▁a ▁matter ▁of ▁business ▁man ▁there ▁are ▁a lso ▁record s ▁that ▁say
38821	▁these ▁people ▁are ▁sent ▁as ▁sl ave s ▁to ▁remo te ▁islands
38824	▁so ▁what ▁they ▁call ed ▁them ▁was ▁call ed ▁yang such eok ▁or ▁hwach eok
38882	▁he ▁make s ▁fun ▁of ▁mr ▁park ▁he y ▁go ▁around ▁seoul ▁your e ▁going ▁to ▁get ▁pick ed ▁for ▁this ▁sell ▁it ▁to ▁me ▁right ▁now ▁would nt ▁it ▁be ▁good ▁for ▁you ▁to ▁be ▁profit able ▁and ▁for ▁me ▁to ▁buy ▁it ▁thats ▁what ▁they ▁say
38900	▁the ▁rest ▁whi ch ▁are ▁not ▁the ▁leaders ▁have ▁now ▁be en ▁reduced ▁a ▁bit ▁around ▁the ▁nine ties ▁the ▁cri teria ▁for ▁corpora l ▁punish ment ▁were ▁prob ably ▁the ▁ quality ▁and ▁quantit y ▁of ▁sto l en ▁items
38901	▁it ▁is ▁said ▁that ▁i f ▁there ▁were ▁more ▁than ▁50 ▁piece s ▁they ▁were ▁even ▁sent ▁to ▁ex ile
38908	▁it ▁is ▁a ▁place ▁where ▁an ▁un specifi ed ▁mass ▁of ▁people ▁gather ▁its ▁inside ▁the ▁train ▁train ▁the ▁second ▁is ▁the ▁stop ▁station
38939	▁a ▁scholar ▁name d ▁le e ▁deokmoo ▁and ▁cha e ▁je going ▁leave ▁a ▁worri ed ▁post ▁let s ▁take ▁a ▁look ▁at ▁le e ▁deokmoo s ▁writ ing ▁first
38962	▁jeon ▁kis oo ▁was ▁a ▁ very ▁capa ble ▁entertainer ▁a ▁communicat or ▁of ▁ knowledge ▁and ▁a ▁person ▁who ▁play ed ▁a ▁p iv ot al ▁role ▁in ▁the ▁public ▁deb ate
38969	▁there ▁have ▁be en ▁quit e ▁a ▁few ▁record s ▁that ▁the ▁government ▁to ok ▁out ▁taxes ▁that ▁had ▁be en ▁collect ed ▁by ▁im person ating ▁a ▁renown ▁man
38972	▁but ▁one ▁of ▁the ▁m aid servant s ▁was ▁call ed ▁my oh yang ▁she ▁provide s ▁ very ▁important ▁information
38994	▁so ▁this ▁guy ▁who s ▁be en ▁trick ed ▁in to ▁thinking ▁that ▁he ▁pick ed ▁up ▁this ▁sil ver ▁he ▁go es ▁to ▁exchange ▁it ▁and ▁its ▁not ▁sil ver ▁its ▁lead ▁thats ▁what ▁happen s ▁the ▁scam mers ▁who ▁built ▁up ▁the ir ▁wealth ▁while ▁doing ▁thats ▁what ▁they ▁did
39076	▁and ▁said ▁that ▁there ▁was ▁no ▁ev idence
39079	▁but ▁im ▁an ▁america n ▁soldier ▁and ▁i ▁risk ed ▁my ▁life ▁to ▁come ▁to ▁this ▁battlefield
39101	▁it ▁was ▁discover ed ▁that ▁people ▁think ▁it ▁as ▁others ▁are ▁going ▁to ▁be ▁affected
39120	▁thats ▁why ▁you ▁think ▁you ▁are ▁less ▁like ly ▁to ▁be ▁affected ▁or ▁in fected ▁by ▁ such ▁bad ▁message s
39135	▁how ever ▁ill ▁prob ably ▁be ▁like ▁that ▁too
39154	▁one ▁is ▁call ed ▁appreciat ion
39180	▁so ▁i f ▁you ▁read ▁this ▁kind ▁of ▁book ▁obvious ly ▁a ▁leader ▁has ▁to ▁make ▁a ▁decision ▁so litar ily ▁all ▁the ▁time ▁but ▁a ▁leader ▁has ▁to ▁speak ▁with ▁everyone
39270	▁or ▁even ▁for ▁a ▁patient ▁with ▁l ung ▁cancer ▁i f ▁there ▁are ▁man y ▁l ung ▁cancer specifi c ▁m utation s ▁in ▁the ▁blood ▁after ▁chem other ap y ▁this ▁person s ▁l ung ▁cancer ▁itself ▁has ▁not ▁be en ▁treated
39274	▁i ▁think ▁i f ▁you ▁have ▁that ▁a mount ▁of ▁blood ▁you ▁can ▁diagnose ▁any ▁cancer ▁extract ▁enough ▁dna s ▁or ▁r nas ▁and ▁use ▁it ▁in ▁the ▁exist ing ▁research
39283	▁its ▁so ur ▁sweet ▁or ▁salt y ▁its ▁just ▁about ▁how ▁so ur ▁or ▁salt y ▁this ▁is
39296	▁so ▁are nt ▁ja de ▁mat s ▁sold ▁there ▁it ▁mean s ▁that ▁the ▁ja de ▁mat ▁become s ▁the ▁food ▁right ▁in ▁ front ▁of ▁me
39307	▁the ▁survey ▁was ▁conduct ed ▁on line ▁with ▁30 ▁different ▁situations ▁where ▁you ▁can ▁feel ▁di m orph ous ▁expression ▁that ▁was ▁mention ed ▁in ▁the ▁title
39327	▁when ▁do ▁we ▁try ▁to ▁end ▁our ▁judgment ▁by ▁thinking ▁ oh ▁thats ▁him ▁with ▁a ▁personality ▁test ▁blood ▁t y pes ▁or ▁constellation s
39352	▁i f ▁you ▁lose ▁your ▁phi s ical ▁strength ▁your ▁mental ▁strength ▁a lso ▁decreases
39510	▁the ▁sub title ▁is ▁more ▁fun ▁classroom ▁demonstrat ion ▁of ▁gu ll ibl ity ▁gu ll ibl ity ▁mean s ▁to ▁be ▁easily ▁d eceived
39520	▁how ever ▁i f ▁i ▁read ▁the ▁class ics ▁by ▁draw ing ▁lines ▁rather ▁i ▁separate ▁the ▁important ▁word s ▁one ▁by ▁one ▁and ▁at ▁the ▁same ▁time
39525	▁it ▁did nt ▁explain ▁the ▁joseon ▁dynasty ▁it ▁de scribe d ▁the ▁joseon ▁dynasty
39545	▁leave ▁on ly ▁a ▁blan d ▁taste ▁in ▁your ▁mouth
39552	▁the ▁results ▁of ▁the ▁experi ment ▁are ▁clear ly ▁show n ▁through ▁the ▁ graph
39554	▁so ▁when ▁you ▁do ▁something ▁more ▁difficult ▁you ▁eat ▁much ▁more ▁crack ers ▁when ▁they re ▁salt y ▁why ▁it ▁mean s ▁i ▁cant ▁feel ▁it
39600	▁but ▁actually ▁in ▁the ▁ uk ▁this ▁method ▁has ▁reduced ▁no shows ▁the ▁most
39616	▁now ▁who ▁will ▁make ▁a ▁jud icial ▁decision ▁they ▁are ▁judge s ▁who ▁are ▁ legal ▁exper ts ▁right
39658	▁it ▁make s ▁us ▁feel ▁once ▁again ▁how ▁important ▁vari ous ▁situation al ▁factor s ▁surrounding ▁this ▁experience ▁are
39722	▁why ▁is ▁that ▁there s ▁an other ▁paper ▁here ▁that ▁tell s ▁you ▁a ▁funny ▁story
39753	▁i f ▁you ▁suggest ▁to ▁yourself ▁that ▁you ▁can ▁turn ▁it ▁up side ▁down ▁with ▁a ▁jin x ▁created ▁by ▁slight ly ▁chang ing ▁your ▁body ▁it ▁will ▁be ▁effect ive ▁as ▁much ▁as ▁you ▁want
39792	▁so ▁it ▁mean s ▁that ▁superstition ▁does nt ▁necessar ily ▁have ▁ nega tive ▁effects ▁but ▁i f ▁you ▁use ▁it ▁well ▁it ▁can ▁cause ▁ such ▁positiv e ▁effects
39798	▁how ever ▁in ▁the ▁title ▁of ▁the ▁paper ▁something ▁reduce s ▁tempora l ▁deco unt ing ▁so ▁it ▁made ▁me ▁cho ose ▁a ▁great er ▁value ▁in ▁the ▁future ▁what ▁is ▁that
39813	▁but ▁people ▁who ▁make ▁choice s ▁for ▁someone ▁who ▁dont ▁know ▁well ▁that ▁is ▁close ▁to ▁100 ▁have ▁a ▁ very ▁strong ▁tendenc y ▁to ▁cho ose ▁an ▁option ▁of ▁one ▁year ▁later
39904	▁i ▁think ▁that ▁a ▁lot ▁of ▁issue s ▁like ▁this ▁have ▁happen ed ▁historical ly
40026	▁let s ▁take ▁an ▁example
40027	▁i ▁have ▁cri ed ▁because ▁i ▁was ▁so ▁happy ▁to ▁see ▁someone
40062	▁what ▁has ▁be en ▁so ▁cut e ▁in ▁the ▁last ▁year
40063	▁what ▁was ▁it ▁for ▁me ▁i ▁was ▁organiz ing ▁my ▁compu ter ▁hard ▁dis k ▁after ▁a ▁long ▁time ▁through ▁the ▁pandemic ▁and ▁when ▁i ▁sa w ▁a ▁picture ▁of ▁my ▁daughter ▁when ▁she ▁was ▁two ▁years ▁old ▁who ▁is ▁in ▁the ▁second ▁grad e ▁of ▁middle ▁school ▁now
40110	▁why ▁do ▁you ▁want ▁to ▁eat ▁today ▁no
40219	▁when ▁the ▁other ▁say s ▁why ▁did nt ▁you ▁tell ▁me
40261	▁but ▁they ▁say ▁that ▁this ▁is ▁the ir ▁own ▁taste ▁and ▁call ing ▁it ▁as ▁um ami ▁at ▁the ▁international ▁um ami ▁society ▁and ▁um ami ▁conference ▁and ▁so ▁on ▁and ▁that ▁is ▁an other ▁di men sion ▁of ▁human
40367	▁im ▁going ▁to ▁do ▁some ▁more ▁workout s ▁from ▁now
40392	▁to ▁put ▁it ▁simpl y ▁it ▁is ▁admit ting ▁with ▁say ing ▁ oh ▁i ▁do ▁real ly ▁like ▁it
40394	▁by ▁the ▁way ▁classroom ▁demonstrat ion ▁it ▁was ▁demonstrat ed ▁in ▁the ▁classroom
40411	▁how ever ▁al most ▁2 000 ▁students ▁in ▁the ▁psycholog y ▁department ▁graduate
40418	▁these ▁questions ▁are ▁just ▁like ▁these ▁what ▁hobb ies ▁do ▁you ▁have ▁what ▁book ▁do ▁you ▁like ▁what ▁activities ▁do ▁you ▁like
40446	▁everyone ▁has ▁no ▁choice ▁but ▁to ▁admit ▁it
40460	▁and ▁when ▁these ▁things ▁get ▁a ▁little ▁more ▁general ▁thats ▁a ▁superstition
40474	▁that ▁is ▁why ▁they ▁have ▁no ▁choice ▁but ▁to ▁be ▁ very ▁cu rious ▁about ▁the ▁results ▁of ▁those ▁test s ▁about ▁on ly ▁me ▁with out ▁the ▁relationship
40495	▁and ▁it ▁drop s ▁again ▁and ▁again ▁and ▁it ▁does
40529	▁they ▁ask ▁about ▁vari ous ▁things ▁includ ing ▁the ▁boil ing ▁point ▁of ▁water ▁on ▁ mount ▁ever est ▁the ▁freezing ▁point ▁of ▁v od ka ▁and ▁so ▁on
40541	▁of ▁course ▁my ▁friend ▁re plied ▁ok
40556	▁this ▁person ▁has ▁to ▁sign ▁a ▁two ▁million ▁dollar ▁con tract ▁today
40681	▁psycholog y ▁that ▁look ed ▁at ▁the ▁difference s ▁be twe en ▁large ▁group s ▁would ▁go ▁to ▁a ▁study ▁that ▁look s ▁at ▁why ▁the ▁person ▁has ▁so ▁much ▁devi ation ▁around ▁one ▁person ▁the ▁circumstance s ▁that ▁create ▁it ▁and ▁even ▁the ▁tr iv ial ▁surrounding s
40763	▁what ▁is ▁a ▁protect ion ▁group
40825	▁i ▁need ▁to ▁exercise ▁for ▁two ▁weeks
40945	▁there ▁is ▁real ly ▁no ▁field ▁that ▁he ▁cant ▁cover ▁includ ing ▁an th rop ology ▁biolog y ▁psycholog y ▁phil o soph y ▁and ▁science
40960	▁it ▁feel s ▁complete ly ▁different ▁ depend ing ▁on ▁who ▁is ▁the ▁ curator
40980	▁thoughts ▁were ▁treated ▁like ▁material s ▁and ▁the ▁material ▁is ▁waste
40988	▁these ▁people ▁could ▁strong ly ▁maintain ▁the ir ▁at titude ▁since ▁then
41018	▁this ▁could ▁be ▁cheer ing
41042	▁it ▁is ▁said ▁that ▁when ▁the ▁phone ▁from ▁emperor ▁gojong ▁rang ▁the ▁ servant ▁bow ed ▁three ▁times ▁and ▁then ▁kne lt ▁down ▁to ▁answer ▁the ▁call
41051	▁emperor ▁gojong ▁was ▁poison ed ▁this ▁is ▁a ▁famous ▁story
41055	▁ yun ▁chi hos ▁di ary ▁is ▁al most ▁the ▁on ly ▁ proof
41172	▁so ▁its ▁hard ▁to ▁say ▁that ▁this ▁story ▁was ▁fabric ated ▁or ▁fabric ated ▁un condition ally ▁and ▁no ▁one ▁can ▁solve ▁the ▁di lem ma ▁may be ▁thats ▁why ▁its ▁a ▁good ▁subject ▁for ▁a ▁movie
41246	▁he ▁came ▁to ▁think ▁like ▁this ▁and ▁the ▁t raged y ▁occurred ▁in ▁gwangju ▁the ▁follow ing ▁year ▁198 0
41268	▁when ▁eating ▁wh ether ▁male ▁or ▁fe male ▁do ▁not ▁do ▁anything ▁that ▁cause s ▁discomfort ▁to ▁or ▁harm s ▁others ▁thats ▁something ▁to ▁think ▁about ▁right
41324	▁chang gyeongg ung ▁was ▁turn ed ▁in to ▁a ▁garden ▁and ▁a ▁zoo ▁and ▁animals ▁includ ing ▁ele phan ts ▁were ▁introduce d ▁there ▁a ▁lot ▁of ▁che rry ▁blossom s ▁were ▁plant ed ▁so ▁there ▁was ▁a lso ▁a ▁che rry ▁blossom ▁festival
41326	▁then ▁one ▁of ▁them ▁has ▁the ▁ courage ▁to ▁answer ▁this ▁is ▁pretty ▁but ▁it ▁look s ▁un settl ing
41380	▁natural ly ▁hu ge ▁grain ▁market s ▁and ▁whole sale ▁market s ▁are ▁inevitabl y ▁thr iving ▁in ▁this ▁area ▁because ▁this ▁is ▁the ▁rout e ▁where ▁the ▁good s ▁are ▁br ought ▁in
41409	▁so ▁once ▁you ▁remember ▁that ▁it ▁was ▁made ▁by ▁straighten ing ▁the ▁shape ▁that ▁was ▁mention ed ▁in ▁ zh our y e ▁you ▁need ▁to ▁know ▁the ▁meaning ▁of ▁this ▁space
41480	▁thats ▁inevitabl e ▁just ▁accept ▁it ▁comfortably ▁as ▁it ▁is
41503	▁today ▁i ▁would ▁like ▁to ▁share ▁with ▁you ▁the ▁story ▁of ▁the ▁villa in ▁of ▁the ▁cent ury
41506	▁king ▁tae jo ▁wang ▁ge on ▁unif ied ▁with ▁the ▁help ▁of ▁the ▁ho ▁people
41512	▁there ▁are ▁sever al ▁title s ▁but ▁the ▁most ▁representative ▁title ▁is ▁mu zi e kcheon
41595	▁w u ▁ze t ian ▁is ▁bu ried ▁with ▁king ▁gojong
41618	▁deokheung gun ▁was ▁a ▁plan ▁b ▁of ▁the ▁yu an ▁dynasty ▁whi ch ▁tri ed ▁to ▁o ust ▁king ▁go ng min ▁and ▁establish ▁a ▁new ▁king
41657	▁he ▁made ▁too ▁much ▁base less ▁choice s ▁but ▁beh ind ▁that ▁base less ▁choice ▁there ▁is ▁a ▁part ▁that ▁make s ▁him ▁mistake ▁himself ▁for ▁a ▁ratio nal ▁choice
